lemma,pos,sentiment,inflections,stem
tadeln,VVINF,-0.3234,"tadele,tadle,tadelst,tadelt,tadlest,tadlet,tadelte,tadeltest,tadelten,tadeltet,getadelt",tadeln
tadelnswert,ADJX,-0.0048,"tadelnswerte,tadelnswertem,tadelnswerten,tadelnswerter,tadelnswertes",tadelnswert
tatenlos,ADJX,-0.0048,"tatenloseste,tatenlose,tatenlosestes,tatenloseres,tatenlosester,tatenloserer,tatenlosestem,tatenlosesten,tatenlosere,tatenloser,tatenloses,tatenlosen,tatenloserem,tatenlosem,tatenloseren",tatenlos
terrorisieren,VVINF,-0.0048,"terrorisierst,terrorisierest,terrorisierte,terrorisierten,terrorisiere,terrorisiert,terrorisiertet,terrorisieret,terrorisiertest",terrorisi
teuer,ADJX,-0.2716,"teuren,teurem,teure,teurerer,teuerstes,teureres,teureren,teures,teurer,teurerem,teurere,teuerste,teuerster,teuersten,teuerstem",teu
teuflisch,ADJX,-0.1677,"teuflische,teuflischem,teuflischen,teuflischer,teuflisches,teuflischere,teuflischerem,teuflischeren,teuflischerer,teuflischeres,teuflischste,teuflischstem,teuflischsten,teuflischster,teuflischstes",teuflisch
tot,ADJX,-0.1683,"tote,totem,toten,toter,totes",tot
totalitär,ADJX,-0.0048,"totalitäre,totalitärem,totalitären,totalitärer,totalitäres,totalitärere,totalitärerem,totalitäreren,totalitärerer,totalitäreres,totalitärste,totalitärstem,totalitärsten,totalitärster,totalitärstes",totalitar
tragisch,ADJX,-0.1847,"tragische,tragischem,tragischen,tragischer,tragisches,tragischere,tragischerem,tragischeren,tragischerer,tragischeres,tragischste,tragischstem,tragischsten,tragischster,tragischstes",tragisch
trauern,VVINF,-0.1945,"trauertet,trauerte,trauer,trauerst,trauertest,getrauert,trauerten,traueren,trauere,trauert",trau
traumatisch,ADJX,-0.0048,"traumatischste,traumatische,traumatischeres,traumatischerer,traumatischeren,traumatischerem,traumatischster,traumatisches,traumatischer,traumatischstes,traumatischen,traumatischem,traumatischsten,traumatischere,traumatischstem",traumat
traumatisieren,VVINF,-0.0048,"traumatisiere,traumatisierst,traumatisiert,traumatisierest,traumatisiret,traumatisierte,traumatisiertest,traumatisierten,traumatisiertet",traumatisi
traurig,ADJX,-0.1266,"traurige,traurigem,traurigen,trauriger,trauriges,traurigere,traurigerem,traurigeren,traurigerer,traurigeres,traurigste,traurigstem,traurigsten,traurigster,traurigstes",traurig
trennen,VVINF,-0.5033,"trennst,trennten,trennte,trenntest,trennt,trenne,trennet,trennest,trenntet,getrennt",trenn
trist,ADJX,-0.0424,"tristeren,tristerem,tristestes,tristeres,tristerer,tristesten,tristestem,tristester,tristeste,tristere,triste,tristen,tristem,tristes,trister",trist
trostlos,ADJX,-0.0467,"trostlosester,trostlosestes,trostlosere,trostloseren,trostloser,trostlosesten,trostloses,trostloserem,trostlosestem,trostloseres,trostloserer,trostlosem,trostloseste,trostlosen,trostlose",trostlos
trottelig,ADJX,-0.0048,"trotteligeren,trotteligste,trotteligerem,trotteliger,trotteligsten,trotteligstes,trotteligster,trotteliges,trotteligstem,trotteligere,trottelige,trotteligem,trotteligen,trotteligeres,trotteligerer",trottel
trotten,VVINF,-0.0048,"trotette,trottet,getrottet,trotettet,trotettest,trotte,trottest,trotetten,trotteten,trottetet,trottetest,trottete",trott
trotzen,VVINF,-0.0048,"trotztest,trotzten,trotzt,trotzte,trotzest,getrotzt,trotze,trotzet,trotztet",trotz
träge,ADJX,-0.3272,"trägestem,trägesten,trägeste,trägem,trägen,trägerem,trägeren,träger,trägerer,trägeres,träges,trägestes,trägest,trägester,trägere",trag
trüb,ADJX,-0.0048,"trübste,trübere,trübsten,trüben,trübstem,trübem,trüberer,trüberes,trübster,trübes,trübstes,trüberem,trüberen,trüber,trübe",trub
trügerisch,ADJX,-0.1874,"trügerischere,trügerische,trügerischstem,trügerischsten,trügerischen,trügerischem,trügerischer,trügerisches,trügerischstes,trügerischster,trügerischerer,trügerischste,trügerischeres,trügerischeren,trügerischerem",truger
turbulent,ADJX,-0.0048,"turbulenten,turbulenterer,turbulenteres,turbulenteren,turbulenterem,turbulentem,turbulentesten,turbulentere,turbulenteste,turbulentestem,turbulentester,turbulentestes,turbulente,turbulentes,turbulenter",turbulent
tyrannisch,ADJX,-0.0048,"tyrannischstes,tyrannischerem,tyrannischeren,tyrannischster,tyrannischerer,tyrannischeres,tyrannischen,tyrannischem,tyrannische,tyrannischere,tyrannisches,tyrannischer,tyrannischsten,tyrannischste,tyrannischstem",tyrann
täuschen,VVINF,-0.6192,"täuschtet,täuschtest,täuschet,täuscht,täusche,getäuscht,täuschst,täuschten,täuschte,täuschest",tausch
tödlich,ADJX,-0.3487,"tödlichere,tödlichsten,tödlichem,tödlichen,tödlichstem,tödlichstes,tödlichster,tödliches,tödlichste,tödlicher,tödlicheres,tödlicherer,tödlicheren,tödlicherem,tödliche",todlich
töricht,ADJX,-0.471,"törichterem,törichtsten,törichteren,törichtstes,törichtster,törichter,törichtes,törichtste,törichtere,törichterer,törichteres,törichte,törichtem,törichten,törichtstem",toricht
töten,VVINF,-0.5203,"tötetet,getötet,töte,tötet,tötete,tötest,töten,tötetest,töttet,töteten",tot
umgetauscht,ADJX,-0.0048,"umgetauschte,umgetauschtem,umgetauschten,umgetauschter,umgetauschtes",umgetauscht
umstritten,ADJX,-0.0048,"umstrittenerer,umstritteneres,umstrittenstes,umstrittenster,umstrittensten,umstrittene,umstrittenstem,umstrittener,umstrittenes,umstrittenen,umstrittenem,umstrittenere,umstritteneren,umstrittenste,umstrittenerem",umstritt
umständlich,ADJX,-0.3487,"umständliche,umständlichstes,umständlichster,umständlicher,umständliches,umständlichen,umständlichem,umständlichstem,umständlichsten,umständlichste,umständlicherem,umständlicheren,umständlicheres,umständlichere,umständlicherer",umstand
umtauschen,VVINF,-0.0048,"umtauschtest,umtausche,umtauscht,umtauschten,umtauschet,umtauschte,umtauschst,umgetauscht,umtauschtet,umtauschest",umtausch
umweltschädlich,ADJX,-0.0048,"umweltschädlichem,umweltschädlichen,umweltschädlichstem,umweltschädlichsten,umweltschädlicheres,umweltschädlicherer,umweltschädlicher,umweltschädlicheren,umweltschädlichster,umweltschädlicherem,umweltschädliches,umweltschädlichstes,umweltschädliche,umweltschädlichere,umweltschädlichste",umweltschad
unachtsam,ADJX,-0.4488,"unachtsamster,unachtsamstes,unachtsamer,unachtsames,unachtsamsten,unachtsamem,unachtsamen,unachtsameres,unachtsamerer,unachtsamstem,unachtsame,unachtsamere,unachtsamerem,unachtsameren,unachtsamste",unachtsam
unangemessen,ADJX,-0.4883,"unangemessenstes,unangemessener,unangemessenes,unangemessenster,unangemessene,unangemessenerer,unangemessenerem,unangemessenste,unangemesseneren,unangemessenere,unangemesseneres,unangemessensten,unangemessenstem,unangemessenem,unangemessenen",unangemess
unangenehm,ADJX,-0.4691,"unangenehmstes,unangenehmem,unangenehmster,unangenehmen,unangenehmste,unangenehmere,unangenehmsten,unangenehmer,unangenehmes,unangenehmstem,unangenehme,unangenehmerem,unangenehmeren,unangenehmerer,unangenehmeres",unangenehm
unanständig,ADJX,-0.0441,"unanständigeren,unanständigerem,unanständigen,unanständigem,unanständigerer,unanständiges,unanständiger,unanständigeres,unanständigstes,unanständige,unanständigste,unanständigere,unanständigsten,unanständigstem,unanständigster",unanstand
unattraktiv,ADJX,-0.4656,"unattraktive,unattraktivem,unattraktiven,unattraktiver,unattraktives,unattraktivere,unattraktiverem,unattraktiveren,unattraktiverer,unattraktiveres,unattraktivste,unattraktivstem,unattraktivsten,unattraktivster,unattraktivstes",unattraktiv
unaufgefordert,ADJX,-0.0048,"unaufgefordertster,unaufgefordertere,unaufgefordertem,unaufgefordertstes,unaufgeforderten,unaufgeforderteren,unaufgeforderterem,unaufgeforderterer,unaufgeforderteres,unaufgeforderte,unaufgeforderter,unaufgefordertste,unaufgefordertes,unaufgefordertsten,unaufgefordertstem",unaufgefordert
unaufhörlich,ADJX,-0.0048,"unaufhörliche,unaufhörlichsten,unaufhörlicher,unaufhörliches,unaufhörlichstem,unaufhörlichem,unaufhörlichster,unaufhörlichen,unaufhörlichere,unaufhörlichstes,unaufhörlicheres,unaufhörlicheren,unaufhörlicherem,unaufhörlicherer,unaufhörlichste",unaufhor
unaufrichtig,ADJX,-0.3091,"unaufrichtiges,unaufrichtiger,unaufrichtigere,unaufrichtigstem,unaufrichtigsten,unaufrichtigster,unaufrichtigstes,unaufrichtigem,unaufrichtigen,unaufrichtigste,unaufrichtige,unaufrichtigeres,unaufrichtigerer,unaufrichtigerem,unaufrichtigeren",unaufricht
unbarmherzig,ADJX,-0.3257,"unbarmherzigstes,unbarmherzigster,unbarmherzigsten,unbarmherzigere,unbarmherzigeren,unbarmherziger,unbarmherziges,unbarmherzigerem,unbarmherzigste,unbarmherzigen,unbarmherzigeres,unbarmherzigem,unbarmherzigerer,unbarmherzigstem,unbarmherzige",unbarmherz
unbedacht,ADJX,-0.051,"unbedachteren,unbedachtes,unbedachte,unbedachter,unbedachterem,unbedachtester,unbedachtestes,unbedachtesten,unbedachteste,unbedachtestem,unbedachtem,unbedachten,unbedachterer,unbedachtere,unbedachteres",unbedacht
unbedeutend,ADJX,-0.6134,"unbedeutende,unbedeutendste,unbedeutenden,unbedeutenderem,unbedeutendster,unbedeutenderen,unbedeutendstes,unbedeutender,unbedeutendstem,unbedeutendsten,unbedeutendes,unbedeutenderer,unbedeutendere,unbedeutenderes,unbedeutendem",unbedeut
unbefriedigend,ADJX,-0.3343,"unbefriedigenderen,unbefriedigendstem,unbefriedigendsten,unbefriedigenderem,unbefriedigenden,unbefriedigenderer,unbefriedigende,unbefriedigendem,unbefriedigender,unbefriedigendes,unbefriedigendstes,unbefriedigenderes,unbefriedigendster,unbefriedigendere,unbefriedigendste",unbefried
unbefriedigt,ADJX,-0.319,"unbefriedigteren,unbefriedigtster,unbefriedigtstes,unbefriedigte,unbefriedigtere,unbefriedigtsten,unbefriedigterem,unbefriedigtem,unbefriedigten,unbefriedigter,unbefriedigtes,unbefriedigtstem,unbefriedigteres,unbefriedigterer,unbefriedigtste",unbefriedigt
unbefugt,ADJX,-0.0048,"unbefugtestes,unbefugtester,unbefugtere,unbefugtestem,unbefugtesten,unbefugteres,unbefugte,unbefugterer,unbefugteren,unbefugtem,unbefugten,unbefugterem,unbefugtes,unbefugteste,unbefugter",unbefugt
unbegründet,ADJX,-0.4923,"unbegründetstes,unbegründetster,unbegründeterem,unbegründetsten,unbegründetstem,unbegründeterer,unbegründeteres,unbegründeteren,unbegründetes,unbegründetere,unbegründetste,unbegründete,unbegründeter,unbegründeten,unbegründetem",unbegrundet
unbeliebt,ADJX,-0.3266,"unbeliebterer,unbeliebteste,unbeliebtester,unbeliebteres,unbeliebtestes,unbeliebtes,unbeliebter,unbeliebtestem,unbeliebtesten,unbeliebten,unbeliebtem,unbeliebterem,unbeliebteren,unbeliebte,unbeliebtere",unbeliebt
unbequem,ADJX,-0.0237,"unbequemeres,unbequemerer,unbequemem,unbequemen,unbequemes,unbequemer,unbequemstes,unbequemster,unbequemsten,unbequemstem,unbequemerem,unbequemste,unbequemeren,unbequeme,unbequemere",unbequ
unberechtigt,ADJX,-0.3393,"unberechtigtere,unberechtigteren,unberechtigtes,unberechtigter,unberechtigtstem,unberechtigterem,unberechtigte,unberechtigtsten,unberechtigteres,unberechtigterer,unberechtigtste,unberechtigtster,unberechtigten,unberechtigtstes,unberechtigtem",unberechtigt
unbestimmt,ADJX,-0.3322,"unbestimmte,unbestimmtestem,unbestimmtesten,unbestimmteres,unbestimmtester,unbestimmterer,unbestimmtestes,unbestimmterem,unbestimmteren,unbestimmtere,unbestimmtes,unbestimmter,unbestimmteste,unbestimmten,unbestimmtem",unbestimmt
unbewiesen,ADJX,-0.3113,"unbewieseneres,unbewiesener,unbewiesenes,unbewiesenstem,unbewiesensten,unbewiesene,unbewiesenere,unbewiesenste,unbewiesenerem,unbewieseneren,unbewiesenster,unbewiesenem,unbewiesenstes,unbewiesenerer,unbewiesenen",unbewies
unbotmäßig,ADJX,-0.0048,"unbotmäßiges,unbotmäßiger,unbotmäßigerer,unbotmäßigeres,unbotmäßigen,unbotmäßigem,unbotmäßigsten,unbotmäßigstem,unbotmäßige,unbotmäßigstes,unbotmäßigste,unbotmäßigster,unbotmäßigere,unbotmäßigeren,unbotmäßigerem",unbotmass
unbrauchbar,ADJX,-0.4727,"unbrauchbare,unbrauchbarem,unbrauchbaren,unbrauchbarer,unbrauchbares,unbrauchbarere,unbrauchbarerem,unbrauchbareren,unbrauchbarerer,unbrauchbareres,unbrauchbarste,unbrauchbarstem,unbrauchbarsten,unbrauchbarster,unbrauchbarstes",unbrauchbar
undankbar,ADJX,-0.3156,"undankbareren,undankbarerem,undankbarerer,undankbareres,undankbarste,undankbarere,undankbarstes,undankbarem,undankbarster,undankbaren,undankbarsten,undankbare,undankbarer,undankbares,undankbarstem",undankbar
undemokratisch,ADJX,-0.3259,"undemokratischen,undemokratischem,undemokratische,undemokratischeres,undemokratischstem,undemokratischsten,undemokratischste,undemokratischster,undemokratischerer,undemokratischere,undemokratischeren,undemokratischstes,undemokratischerem,undemokratischer,undemokratisches",undemokrat
undiplomatisch,ADJX,-0.0048,"undiplomatischstem,undiplomatischerem,undiplomatischsten,undiplomatischstes,undiplomatischster,undiplomatische,undiplomatischere,undiplomatischste,undiplomatisches,undiplomatischeren,undiplomatischer,undiplomatischem,undiplomatischerer,undiplomatischen,undiplomatischeres",undiplomat
undiszipliniert,ADJX,-0.0048,"undisziplinierterem,undisziplinierteren,undisziplinierten,undiszipliniertere,undiszipliniertestes,undiszipliniertem,undiszipliniertester,undisziplinierterer,undisziplinierteres,undisziplinierteste,undiszipliniertesten,undisziplinierte,undisziplinierter,undiszipliniertes,undiszipliniertestem",undiszipliniert
undurchführbar,ADJX,-0.0048,"undurchführbareren,undurchführbarerem,undurchführbarem,undurchführbaren,undurchführbarstem,undurchführbare,undurchführbareres,undurchführbarsten,undurchführbarere,undurchführbarerer,undurchführbarstes,undurchführbarster,undurchführbarer,undurchführbares,undurchführbarste",undurchfuhrbar
undurchsichtig,ADJX,-0.3279,"undurchsichtigere,undurchsichtiger,undurchsichtige,undurchsichtigem,undurchsichtigen,undurchsichtigerem,undurchsichtigste,undurchsichtiges,undurchsichtigeren,undurchsichtigstes,undurchsichtigster,undurchsichtigeres,undurchsichtigerer,undurchsichtigsten,undurchsichtigstem",undurchsicht
unehrlich,ADJX,-0.327,"unehrliche,unehrlichstes,unehrlichster,unehrlicherer,unehrlicheres,unehrlichsten,unehrlichstem,unehrlichere,unehrlicherem,unehrlicheren,unehrlichen,unehrlichem,unehrlichste,unehrlicher,unehrliches",unehr
uneinig,ADJX,-0.0048,"uneinigeren,uneinigerem,uneinigere,uneinigem,uneinigsten,uneinigstem,uneinigen,uneinigster,uneinigerer,uneiniges,uneinigstes,uneiniger,uneinigeres,uneinigste,uneinige",unein
uneinsichtig,ADJX,-0.0048,"uneinsichtigerer,uneinsichtiger,uneinsichtigeres,uneinsichtigste,uneinsichtiges,uneinsichtigsten,uneinsichtigster,uneinsichtigstes,uneinsichtige,uneinsichtigstem,uneinsichtigerem,uneinsichtigen,uneinsichtigere,uneinsichtigem,uneinsichtigeren",uneinsicht
unerbittlich,ADJX,-0.3318,"unerbittlichstes,unerbittliche,unerbittlichster,unerbittlichstem,unerbittlichsten,unerbittlichste,unerbittlicherer,unerbittlicheres,unerbittlichere,unerbittlichem,unerbittlichen,unerbittlicherem,unerbittliches,unerbittlicher,unerbittlicheren",unerbitt
unerfreulich,ADJX,-0.0453,"unerfreulichster,unerfreulichstes,unerfreulichere,unerfreulicheres,unerfreulicherer,unerfreulicher,unerfreulicherem,unerfreulicheren,unerfreuliches,unerfreulichem,unerfreulichste,unerfreulichen,unerfreuliche,unerfreulichstem,unerfreulichsten",unerfreu
unerhört,ADJX,-0.0048,"unerhörtes,unerhörter,unerhörteres,unerhörteste,unerhörterer,unerhörtere,unerhörte,unerhörteren,unerhörterem,unerhörtester,unerhörtestes,unerhörten,unerhörtestem,unerhörtesten,unerhörtem",unerhort
unerklärlich,ADJX,-0.0048,"unerklärlicheres,unerklärlicherer,unerklärlichem,unerklärliche,unerklärlichstem,unerklärlichsten,unerklärlichstes,unerklärlichster,unerklärliches,unerklärlicher,unerklärlichste,unerklärlichere,unerklärlicherem,unerklärlichen,unerklärlicheren",unerklar
unerlaubt,ADJX,-0.0048,"unerlaubtester,unerlaubtesten,unerlaubtestem,unerlaubterer,unerlaubte,unerlaubteres,unerlaubteren,unerlaubtestes,unerlaubterem,unerlaubteste,unerlaubtem,unerlaubtere,unerlaubten,unerlaubtes,unerlaubter",unerlaubt
unerquicklich,ADJX,-0.0048,"unerquicklichstes,unerquickliche,unerquicklichster,unerquicklichere,unerquicklicherem,unerquicklicheren,unerquicklichstem,unerquicklichsten,unerquicklicherer,unerquicklichste,unerquicklicheres,unerquickliches,unerquicklicher,unerquicklichem,unerquicklichen",unerquick
unerträglich,ADJX,-0.3454,"unerträglichstes,unerträglichere,unerträglicherer,unerträglichen,unerträglichem,unerträglichstem,unerträglichsten,unerträgliche,unerträgliches,unerträglicher,unerträglichste,unerträglichster,unerträglicheres,unerträglicherem,unerträglicheren",unertrag
unerwartet,ADJX,-0.0349,"unerwartete,unerwarteterer,unerwartetere,unerwarteteres,unerwartetstes,unerwarteteren,unerwarteterem,unerwartetstem,unerwartetsten,unerwartetster,unerwarteten,unerwartetem,unerwartetste,unerwartetes,unerwarteter",unerwartet
unerwiesen,ADJX,-0.0048,"unerwiesene,unerwiesenem,unerwiesenen,unerwiesener,unerwiesenes",unerwies
unerwünscht,ADJX,-0.3413,"unerwünschteres,unerwünschte,unerwünschterer,unerwünschtestem,unerwünschtere,unerwünschterem,unerwünschteren,unerwünschteste,unerwünschtem,unerwünschtesten,unerwünschtes,unerwünschter,unerwünschtestes,unerwünschtester,unerwünschten",unerwunscht
unfair,ADJX,-0.8827,"unfairen,unfairere,unfairste,unfairem,unfaireres,unfaireren,unfairerem,unfaire,unfairer,unfairerer,unfaires,unfairstem,unfairsten,unfairstes,unfairster",unfair
unfein,ADJX,-0.0048,"unfeiner,unfeinerer,unfeines,unfeinerem,unfeineren,unfeineres,unfeinem,unfeinen,unfeinste,unfeinster,unfeinstes,unfeinere,unfeinstem,unfeinsten,unfeine",unfein
unfreiwillig,ADJX,-0.3382,"unfreiwilligstem,unfreiwilligsten,unfreiwilliges,unfreiwilliger,unfreiwilligste,unfreiwilligem,unfreiwilligster,unfreiwilligen,unfreiwilligstes,unfreiwilligeren,unfreiwilligerem,unfreiwilligeres,unfreiwilligerer,unfreiwilligere,unfreiwillige",unfreiwill
unfreundlich,ADJX,-0.3407,"unfreundliche,unfreundlicher,unfreundliches,unfreundlichem,unfreundlichen,unfreundlichere,unfreundlichstes,unfreundlichste,unfreundlicheres,unfreundlichster,unfreundlicherer,unfreundlichstem,unfreundlichsten,unfreundlicheren,unfreundlicherem",unfreund
unfähig,ADJX,-0.4787,"unfähige,unfähigerer,unfähigeres,unfähigeren,unfähigerem,unfähigste,unfähigem,unfähigen,unfähigstem,unfähigsten,unfähigstes,unfähiger,unfähigere,unfähiges,unfähigster",unfah
ungebeten,ADJX,-0.0048,"ungebetene,ungebetenem,ungebetenen,ungebetener,ungebetenes,ungebetenere,ungebetenerem,ungebeteneren,ungebetenerer,ungebeteneres,ungebetenste,ungebetenstem,ungebetensten,ungebetenster,ungebetenstes",ungebet
ungebührlich,ADJX,-0.0048,"ungebührliche,ungebührlicheres,ungebührlicherer,ungebührlicherem,ungebührlicheren,ungebührlichster,ungebührlichstes,ungebührlicher,ungebührliches,ungebührlichem,ungebührlichen,ungebührlichere,ungebührlichste,ungebührlichstem,ungebührlichsten",ungebuhr
ungedeckt,ADJX,-0.0048,"ungedecktem,ungedeckte,ungedeckten,ungedeckter,ungedecktes",ungedeckt
ungeduldig,ADJX,-0.0405,"ungeduldigerem,ungeduldigeren,ungeduldigerer,ungeduldigeres,ungeduldigste,ungeduldigsten,ungeduldiger,ungeduldigster,ungeduldigstes,ungeduldigere,ungeduldiges,ungeduldigem,ungeduldige,ungeduldigen,ungeduldigstem",ungeduld
ungeeignet,ADJX,-0.6394,"ungeeignete,ungeeignetster,ungeeignetere,ungeeignetsten,ungeeignetstem,ungeeigneterer,ungeeigneter,ungeeignetes,ungeeignetem,ungeeigneten,ungeeigneteres,ungeeignetste,ungeeignetstes,ungeeigneterem,ungeeigneteren",ungeeignet
ungeheuer,ADJX,-0.0048,"ungeheureren,ungeheuersten,ungeheurerem,ungeheurere,ungeheuerstes,ungeheuerster,ungeheuerste,ungeheureres,ungeheuerstem,ungeheurerer,ungeheure,ungeheuren,ungeheurem,ungeheures,ungeheurer",ungeheu
ungeheuerlich,ADJX,-0.0048,"ungeheuerlichen,ungeheuerlichem,ungeheuerlicherem,ungeheuerlicheren,ungeheuerlicher,ungeheuerliche,ungeheuerliches,ungeheuerlichsten,ungeheuerlichstem,ungeheuerlichstes,ungeheuerlichster,ungeheuerlicherer,ungeheuerlichste,ungeheuerlicheres,ungeheuerlichere",ungeheu
ungehobelt,ADJX,-0.0048,"ungehobeltem,ungehobelten,ungehobelter,ungehobeltste,ungehobeltes,ungehobelteres,ungehobeltere,ungehobelterer,ungehobelterem,ungehobelteren,ungehobeltstes,ungehobeltster,ungehobelte,ungehobeltstem,ungehobeltsten",ungehobelt
ungehorsam,ADJX,-0.3176,"ungehorsame,ungehorsameren,ungehorsamerem,ungehorsamerer,ungehorsamere,ungehorsameres,ungehorsamsten,ungehorsamstem,ungehorsames,ungehorsamer,ungehorsamen,ungehorsamstes,ungehorsamster,ungehorsamem,ungehorsamste",ungehorsam
ungeliebt,ADJX,-0.4532,"ungeliebtere,ungeliebte,ungeliebten,ungeliebtestes,ungeliebtester,ungeliebtem,ungeliebtesten,ungeliebtes,ungeliebter,ungeliebtestem,ungeliebteres,ungeliebterer,ungeliebteste,ungeliebteren,ungeliebterem",ungeliebt
ungemütlich,ADJX,-0.0313,"ungemütlicheres,ungemütliches,ungemütliche,ungemütlicherer,ungemütlicher,ungemütlichem,ungemütlichen,ungemütlicheren,ungemütlicherem,ungemütlichste,ungemütlichster,ungemütlichstes,ungemütlichere,ungemütlichstem,ungemütlichsten",ungemut
ungenau,ADJX,-0.497,"ungenaue,ungenaues,ungenauer,ungenauere,ungenauesten,ungenauestem,ungenauste,ungenauem,ungenaust,ungenauen,ungenauestes,ungenauester,ungenaustes,ungenaueren,ungenauerem,ungenauster,ungenauerer,ungenaueres,ungenaueste,ungenaustem,ungenausten",ungenau
ungeordnet,ADJX,-0.0048,"ungeordnetste,ungeordnetstes,ungeordneteren,ungeordneterem,ungeordnetster,ungeordneterer,ungeordnete,ungeordneteres,ungeordnetem,ungeordnetsten,ungeordnetstem,ungeordneten,ungeordneter,ungeordnetere,ungeordnetes",ungeordnet
ungerecht,ADJX,-0.7844,"ungerechter,ungerechtes,ungerechteste,ungerechterem,ungerechteren,ungerechtestes,ungerechtester,ungerechte,ungerechtestem,ungerechterer,ungerechtere,ungerechtesten,ungerechteres,ungerechtem,ungerechten",ungerecht
ungerechtfertigt,ADJX,-0.4701,"ungerechtfertigteren,ungerechtfertigtste,ungerechtfertigterem,ungerechtfertigterer,ungerechtfertigteres,ungerechtfertigte,ungerechtfertigtes,ungerechtfertigter,ungerechtfertigtem,ungerechtfertigten,ungerechtfertigtsten,ungerechtfertigtere,ungerechtfertigtstem,ungerechtfertigtstes,ungerechtfertigtster",ungerechtfertigt
ungeschickt,ADJX,-0.6087,"ungeschicktes,ungeschicktester,ungeschickter,ungeschicktestem,ungeschicktesten,ungeschickterem,ungeschickteren,ungeschicktere,ungeschickteres,ungeschickterer,ungeschickte,ungeschickten,ungeschickteste,ungeschicktestes,ungeschicktem",ungeschickt
ungeschminkt,ADJX,-0.0048,"ungeschminktestem,ungeschminktesten,ungeschminkterem,ungeschminkteste,ungeschminktere,ungeschminktester,ungeschminkte,ungeschminktestes,ungeschminkten,ungeschminktem,ungeschminkter,ungeschminkteren,ungeschminktes,ungeschminkterer,ungeschminkteres",ungeschminkt
ungesetzlich,ADJX,-0.0048,"ungesetzliche,ungesetzlichstes,ungesetzlichere,ungesetzlichste,ungesetzlichster,ungesetzlicheres,ungesetzlicherer,ungesetzlichsten,ungesetzlichstem,ungesetzlicheren,ungesetzlichen,ungesetzlicherem,ungesetzlichem,ungesetzliches,ungesetzlicher",ungesetz
ungesund,ADJX,-0.1793,"ungesündestem,ungesündesten,ungesündestes,ungesunderen,ungesündester,ungesunderem,ungesündeste,ungesundester,ungesunderes,ungesundestes,ungesunderer,ungesundesten,ungesundem,ungesundere,ungesunder,ungesundes,ungesunden,ungesündere,ungesunde,ungesünderes,ungesünderer,ungesundeste,ungesünderen,ungesundestem,ungesünderem,ungesünder",ungesund
ungewohnt,ADJX,-0.0243,"ungewohntesten,ungewohntester,ungewohnterer,ungewohntestes,ungewohnteres,ungewohnteren,ungewohnterem,ungewohntere,ungewohnte,ungewohntem,ungewohnteste,ungewohntes,ungewohnter,ungewohntestem,ungewohnten",ungewohnt
ungewollt,ADJX,-0.4781,"ungewollte,ungewolltem,ungewollten,ungewollter,ungewolltes",ungewollt
ungezogen,ADJX,-0.3124,"ungezogene,ungezogener,ungezogenes,ungezogenste,ungezogenstem,ungezogensten,ungezognerem,ungezogenster,ungezogneren,ungezogenstes,ungezogneres,ungezognerer,ungezognere,ungezogenen,ungezogeneren,ungezogenem,ungezogner,ungezogenere,ungezogenerem,ungezogenerer,ungezogeneres",ungezog
ungeübt,ADJX,-0.0048,"ungeübten,ungeübtere,ungeübteste,ungeübter,ungeübterer,ungeübtes,ungeübteres,ungeübtestes,ungeübtester,ungeübte,ungeübtesten,ungeübteren,ungeübterem,ungeübtestem,ungeübtem",ungeubt
unglaubwürdig,ADJX,-0.2007,"unglaubwürdigere,unglaubwürdigstem,unglaubwürdigsten,unglaubwürdigerer,unglaubwürdige,unglaubwürdigeres,unglaubwürdigeren,unglaubwürdigerem,unglaubwürdiges,unglaubwürdiger,unglaubwürdigem,unglaubwürdigen,unglaubwürdigster,unglaubwürdigste,unglaubwürdigstes",unglaubwurd
ungleich,ADJX,-0.0048,"ungleiche,ungleichem,ungleichen,ungleicher,ungleiches",ungleich
unglücklich,ADJX,-0.301,"unglücklichsten,unglücklichstem,unglücklichstes,unglücklichster,unglückliche,unglücklicherem,unglücklicheren,unglücklicherer,unglücklichere,unglücklicheres,unglücklichste,unglückliches,unglücklicher,unglücklichen,unglücklichem",ungluck
ungültig,ADJX,-0.3485,"ungültiges,ungültiger,ungültigstes,ungültigster,ungültigere,ungültigstem,ungültigsten,ungültigeres,ungültigerer,ungültigerem,ungültigeren,ungültige,ungültigen,ungültigste,ungültigem",ungult
ungünstig,ADJX,-0.767,"ungünstige,ungünstigeren,ungünstigerem,ungünstigen,ungünstiger,ungünstiges,ungünstigerer,ungünstigem,ungünstigeres,ungünstigere,ungünstigste,ungünstigstem,ungünstigsten,ungünstigster,ungünstigstes",ungunst
unheilbar,ADJX,-0.0048,"unheilbare,unheilbarem,unheilbaren,unheilbarer,unheilbares",unheilbar
unheilvoll,ADJX,-0.0048,"unheilvolle,unheilvollere,unheilvollem,unheilvollen,unheilvollsten,unheilvollstem,unheilvoller,unheilvollster,unheilvollstes,unheilvollerem,unheilvolles,unheilvollste,unheilvollerer,unheilvolleres,unheilvolleren",unheilvoll
unhöflich,ADJX,-0.0048,"unhöflichste,unhöflichstes,unhöflichen,unhöflichem,unhöfliches,unhöflicher,unhöfliche,unhöflichsten,unhöflicherem,unhöflicheren,unhöflichstem,unhöflichere,unhöflichster,unhöflicheres,unhöflicherer",unhof
