id;dateiname;datum;ort;text
article_11;https_de.wikinews.org_wiki_Amerikanische_Soldaten_folterten_Minderj_C3_A4hrige_in_Guant_C3_A1namo;30.05.2006;Washington D.C. (Vereinigte Staaten) ;" Nach Angaben eines Berichtes, der am 28.05.2006 in der britischen Tageszeitung The Independent erschienen ist, hielten die Vereinigten Staaten von Amerika Minderjährige im Gefängnis auf Guantánamo fest und folterten sie.
Die Minderjährigen seien im Alter von 14 bis 15 Jahren gefangen genommen und zur kubanischen Insel gebracht worden. Dort, so heißt es, seien sie der Einzelhaft und der Folter ausgesetzt worden. Diese Anschuldigungen widersprechen Behauptungen, die von offizieller amerikanischer Seite gemacht wurden, die bei mehreren Gelegenheiten ihre Aussage erneuert hatte, dass es keine Minderjährigen gebe, die in Guantánamo festgehalten würden. Washington hat lediglich zugegeben, dass drei Gefangene auf Guantánamo inhaftiert waren, bei denen es sich um Minderjährige handelte, die jedoch bereits freigelassen wurden. Dieser Artikel ist  eine Übersetzung eines fremdsprachigen Artikels vom 29.05.2006"
article_12;https_de.wikinews.org_wiki_Amnesty_International__Darfur_steht_Menschenrechtskrise_bevor;31.08.2006;Khartum (Sudan) ; Eine Unterbrechung der friedenssichernden Maßnahmen könnte den Sudan nach Angaben eines Berichts von Amnesty International in der Darfur-Region zurück in einen schweren Konflikt stürzen. Die Menschenrechtsorganisation schloss sich am 28. August der wachsenden Besorgnis des „International Rescue Committee“ über die sich verschlechternde Situation in Darfur an. In einer Erklärung bestätigte die stellvertretende Generalsekretärin von Amnesty International, Kate Gilmore, Besorgnisse, die sudanesische Regierung bewaffne Soldaten in Vorbereitung für den Konflikt, obwohl sie im Mai einen Friedensvertrag unterschrieben hatte. „Augenzeugen in el-Fasher im Norden Darfurs erzählen uns, dass Flugzeuge der sudanesischen Regierung täglich Truppen und Waffen einfliegen“, sagte Gilmore und forderte gleichzeitig die internationale Gemeinschaft auf zu handeln. Die Vereinten Nationen diskutieren heute einen Resolutionsentwurf, der vorsieht, 20.000 Soldaten in den Westen des Sudans zu schicken, um die 2,5 Millionen vertriebenen Menschen zu beschützen. Aber die sudanesische Regierung hat die Forderung nach einer Intervention des Auslands zurückgewiesen und schlug stattdessen vor, eine 26.000 Mann starke inländische Truppe zu entsenden, was Amnesty International zurückweist. „Wie kann der Sudan, der im Begriff zu sein scheint, seine eigene Offensive in Darfur zu starten, realistischerweise vorschlagen, ein Friedensbringer in einem Konflikt zu sein, in dem er selbst eine große Rolle spielt und Täter von schwerwiegenden Menschenrechtsverletzungen ist“, fragten Amnesty-Offizielle. Anzeichen, dass Khartum sich für weitere Kämpfe in Darfur mit Waffen ausrüstet, rufen große Besorgnis unter Regierungen über einen möglicherweise bevorstehenden Völkermord hervor. Gestern flog die stellvertretende Außenministerin der Vereinigten Staaten, Jendayi Frazer, in die sudanesische Hauptstadt, um die von Omar Hassan Ahmad al-Bashir angeführte Regierung zu drängen, die UN-Truppe zu akzeptieren. „Darfur steht am Rande einer gefährlichen Abwärtsspirale“, sagte Frazer, die auch meinte, dass es in der UN nicht zu Verzögerungen kommen dürfe. Die sudanesische Regierung ist gänzlich gegen die UN-Intervention. Der Vorsitzende der Nationalen Kongress-Partei, Ghazi Salah Eldin Atabani, sagte Journalisten, dass „jeder Staat der diesen [UN] Resolutionsentwurf finanziert, so angesehen wird, als nimmt er eine feindliche Haltung gegenüber dem Sudan an“. Falls Darfur in einen weiteren regierungsgeförderten Konflikt herabsinke, wären laut Eric Reeves von Democracy Now die Konsequenzen für die Zivilbevölkerung verheerend. „Falls diese Offensive stattfindet, wird es sehr, sehr große zivile Zerstörung geben. Ich denke, dass sich dann wahrscheinlich auch fast alle humanitären Helfer zurückziehen würden. Dies würde ungefähr 1,2 Millionen Menschen, die völlig auf humanitäre Hilfe angewiesen sind, ohne jegliche Hilfe zurücklassen“, sagte Reeves der „Koalition für Darfur“ am Samstag. Mittlerweile verschlimmert sich laut dem „International Rescue Committee“ die Situation für Millionen von Flüchtlingen vor Ort rapide. Am Mittwoch hat die Gruppe Statistiken herausgegeben, die vermuten lassen, dass seit Anfang Juli mindestens 200 Frauen vergewaltigt worden sind – oft, wenn sie die Siedlungen verlassen, um nach Brennholz und Nachrung zu suchen. „Das ist eine massive Spitze der Zahlen“, sagte Kurt Tjossem vom „International Rescue Committee“ (IRC), „wir sind es gewohnt, von zwei bis vier Fällen sexueller Übergriffe pro Monat im Kalma-Camp [in Süd-Darfur] zu hören.“  Dieser Artikel ist  eine Übersetzung eines fremdsprachigen Artikels vom 28.08.2006
article_13;https_de.wikinews.org_wiki_Amtsenthebungsverfahren_gegen_die_philippinische_Pr_C3_A4sidentin_Arroyo_;06.09.2005;Manila (Philippinen) ; Das philippinische Parlament hat gegen drei Anträge zur möglichen Amtsenthebung der Präsidentin Gloria Macapagal Arroyo gestimmt. In einer langen Sitzung stimmten mehr als die Hälfte der 236 Abgeordneten des Repräsentantenhauses gegen die drei Anträge, wobei die Opposition nur 51 Stimmen für ein Amtsenthebungsverfahren gegen die Präsidentin aufbringen konnte. Oppositionspolitiker drohten aber damit, die Rechtmäßigkeit der Abstimmung womöglich vor dem Obersten Gerichtshof anfechten zu wollen. Die ehemalige philippinische Präsidentin Corazon Aquino führte zusammen mit zwei unterlegenen Präsidentschaftskandidaten eine Demonstration im Manila gegen Arroyo an, an der mehrere tausend Menschen teilnahmen, um den Rücktritt der Präsidentin zu fordern. Gloria Arroyo sprach nach der Abstimmung von einem herrlichen Tag in der Geschichte. Mit der Opposition wolle sie sich im Interesse des Landes versöhnen. Die Opposition hatte der Präsidentin Wahlmanipulation, Korruption und Menschenrechtsverletzungen vorgeworfen. Ein weiterer Vorwurf lautete, Arroyos Familie sei in illegales Glücksspiel verwickelt. Insbesondere ihre Wiederwahl sei nach Angaben von Oppositionspolitikern manipuliert gewesen. Die Vorwürfe führten zu einer schweren Regierungskrise, nachdem mehrere Kabinettsmitglieder zurückgetreten waren und Arroyo zum Rücktritt aufgefordert hatten. Die Präsidentin hat alle Vorwürfe bestritten und die Aufgabe ihres Amtes abgelehnt.
article_14;https_de.wikinews.org_wiki_Amtsgericht_Kaiserslautern_bestraft_Pfarrer__weil_er_Fl_C3_BCchtling_Kirc;01.04.2018;Kaiserslautern (Deutschland) ; Wie Anfang März bekannt wurde, hat das Amtsgericht Kaiserslautern einen Strafbefehl gegen einen protestantischen Pfarrer aus dem pfälzischen Hochspeyer erlassen. Ihm wird Beihilfe zum illegalen Aufenthalt vorgeworfen. Seine Gemeinde soll einen zentralafrikanischen Flüchtling aufgenommen haben, der in den Zuständigkeitsbereich der Ausländerbehörde von Kaiserslautern fiel. Der Pfarrer habe geholfen, den Flüchtling unterzubringen. Ob sich der Flüchtling noch in der Gemeinde befindet, verlautete zunächst nicht. Seitens der Kirchenleitung zeigte man sich erstaunt: Der Pfarrer habe nicht gegen die Regeln für Kirchenasyl verstoßen. Deshalb werde die Landeskirche alle etwaigen Kosten tragen. Das Kirchenasyl hatte schon im vergangenen Jahr immer wieder zu Streitfällen in Rheinland-Pfalz geführt. Gegen den Strafbefehl hat der Pfarrer zwischenzeitlich Einspruch eingelegt, weshalb gegen ihn nun ein regulärerer Strafprozess durchgeführt wird. Eine mündliche Hauptverhandlung sei für Ende April terminiert. 
article_15;https_de.wikinews.org_wiki_Antrag_eingegangen__Schr_C3_B6der_stellt_am_Freitag_im_Parlament_die_Vert;27.06.2005;Berlin (Deutschland) ; Beim Bundestagspräsidium ging heute der Antrag des Bundeskanzlers Gerhard Schröder (SPD) auf Abstimmung über die so genannte Vertrauensfrage am 1. Juli 2005 ein. Damit ist es nun offiziell: Der Bundeskanzler bereitet die Auflösung des Bundestages mit der Abstimmung über die Vertrauensfrage vor. Nach der Wahlniederlage der SPD bei den Landtagswahlen in Nordrhein-Westfalen (am 22. Mai 2005) hatte Schröder seine Absicht bekundet, Neuwahlen anzustreben. Über das genaue Procedere für diesen Schritt wurde in den vergangenen Wochen viel spekuliert. Es wurden von verschiedenen Seiten auch verfassungsrechtliche Bedenken gegen die geplante Abstimmung vorgebracht, weil die Vertrauensfrage mit der Absicht gestellt werde, sie zu verlieren. Damit könnte der Weg frei werden für vorgezogene Neuwahlen am 18. September 2005, wenn der Bundespräsident nach einer verlorenen Vertrauensfrage das Parlament auflöst. Der Bundespräsident hätte nach der Bitte des Bundeskanzlers, das Parlament aufzulösen, 21 Tage Zeit, um eine Entscheidung zu treffen. Die Plenarsitzung des deutschen Bundestages beginnt am Freitag um 10:00 Uhr. Danach wird eine kurze Ansprache des Bundeskanzlers erwartet, in der er erläutern will, warum er sich zu diesem Schritt genötigt sieht, auf dem Weg über die Vertrauensfrage Neuwahlen einzuleiten. Die geheime Abstimmung wird dann vermutlich gegen 11:30 Uhr stattfinden. Beobachter erwarten allgemein, dass der Kanzler seine Minister, soweit diese der SPD angehören, auffordern wird, mit Nein zu stimmen, um bei der Vertrauensfrage zu dem gewünschten Votum zu gelangen. Der Kanzler hat seine Minister am Mittwoch zu einem Gespräch geladen, in dem er dem Bundeskabinett die genaue Verfahrensweise sowie seine damit verbundenen Motive erläutern wird. Am Donnerstag wird ein Treffen auf Koalitionsebene erwartet. Der Wortlaut des Antrages, der heute beim Bundestagspräsidenten, Wolfgang Thierse (SPD) einging und den Abgeordneten als Bundestagsdrucksache Nr. 15/5825  zugeleitet wurde, ist kurz und knapp gehalten: „Gemäß Artikel 68 des Grundgesetzes stelle ich den Antrag, mir das Vertrauen auszusprechen. Ich beabsichtige, vor der Abstimmung am Freitag, dem 1. Juli 2005, hierzu eine Erklärung abzugeben. Berlin, den 27. Juni 2005 Gerhard Schröder“
article_16;https_de.wikinews.org_wiki_Apachen_beschuldigen_Prescott_Bush_des_Grabraubes_an_Geronimo;07.02.2006;Washington D.C. (USA) ;" Die amerikanischen Ureinwohner haben eine Petition an den US-Kongress gerichtet, in der sie eine Untersuchung bei Skull & Bones fordern, einer Studentenverbindung an der Yale-Universität. Hierdurch soll erreicht werden, dass die Indianer das zurück erhalten und wieder beerdigen können, von dem sie annehmen, dass es die sterblichen Überreste ihres Apachekriegers Geronimo sind. Die Petition geht davon aus, dass Geronimos Grab im Jahre 1918 von der „Bones-Gesellschaft“ beraubt wurde, unter der Beteiligung von Prescott Bush, dem Großvater des gegenwärtigen US-Präsidenten George W. Bush. Die mutmaßlichen Grabesräuber entwendeten Geronimos Kopf und silbernes Zaumzeug aus dem Grab. Diese Behauptung wird auch in einem neueren Buch, „Secrets of the Tomb“, der Yale-Studentin Alexandra Robbins aufrechterhalten. Robbins vermutet, dass der Grund, dass diese Personen Gräber ausrauben, folgender ist: Die „Bones-Gesellschaft“ als solche, sei von vornherein vom Tod eingenommen; Schädel, Skelette und Kunstwerke, die den Tod darstellen, würden sich mit Vorliebe in der „Skull & Bones-Gruft“ befinden. Wenn „Bonesmen“ Sachen stehlen, würden sie es in dem beschönigendem Licht sehen, dass sie „Geschenke zu der Göttin“ bringen, die sie in ihrer „Gruft“ verehren. Robbins sagt weiter, dass sie denke, es sei lächerlich, dass der Sinn der „Bonesmen“ Anspruch auf Gegenstände erhebe, die vermutlich nicht ihnen gehören. Die Sachen, die sie mutmaßlich als Streich oder Wettbewerb gestohlen hätten, seien eventuell wertvoll für die eigentlichen Besitzer. Es sei erschreckend, dass sich die zuständigen Autoritäten nicht einen Weg in die „Bones-Gruft“ verschafft hätten, um das wiederzuerlangen, was nicht in die „Gruft“ gehöre. Ein Ökonomie-Professor des Clark-Colleges, James Craven, vermutet, dass in der nahen Zukunft schließlich große Gruppen von Indianern vor der „Bones-Gruft“ erscheinen werden, um gegen diesen abscheulichen Rassismus und die Grabraube der „Bones“ zu protestieren und sie würden solange nicht weichen werden, bis dieser „Kopf“, und jedes andere indianische Artefakt, zurückgegeben werden wird... Der Diebstahl sei eine Metapher für etwas viel größeres und gefährlicheres. Dies sei der schreckliche Rassismus der angeborenen Power-Eliten, und diese würden die Positionen der Macht infiltrieren wollen. In dem Buch von Robbins wird außerdem berichtet, dass sich Apachen in Folge einer Mitteilung mit „Skull & Bones“-Mitgliedern getroffen hätten, dass „Bones“  tatsächlich einen Schädel in der „Gruft“ habe, den sie „Geronimo“ nennen würden. Den Apachen wurden einige Knochen angeboten, die aber als unakzeptabel von ihnen zurückgewiesen wurden, weil es, wie es in der Petition heißt: Offensichtlich nicht der Schädel gewesen sei, den sie auf einem geschmuggelten Foto gesehen hatten. Endicott Davison, der Anwalt von „Skull & Bones“, streitet ab, dass Geronimos Schädel in dem Besitz seiner Klienten sei. Dieser Artikel ist  eine Übersetzung eines fremdsprachigen Artikels vom 10:12, 3. Feb. 2006 (CET)"
article_17;https_de.wikinews.org_wiki_Appell_K_C3_B6nig_Alberts_II._an_Wallonen_und_Flamen._an_Wallonen_und_Flamen;25.01.2005;Brüssel (Belgien) ; Im Namen der Homogenität des flämischen Territoriums und unter dem Druck steigender Sympathiewerte in Umfragen für die nationalistische flämische Partei Vlaams Belang fordern niederländisch sprechende Politiker eine schnelle Aufteilung des Wahlbezirks von Bruxelles-Hal-Vilvorde (Halle-Vilvoorde), des einzigen, der die linguistische Grenze überlappt, die Belgien teilt. Französisch sprechende Politiker widersetzen sich dieser Teilung, denn sie würde die letzte bestehende politische Verbindung zwischen den Frankophonen von Brüssel und der flämischen Peripherie der belgischen Hauptstadt kappen. In dieser Auseinandersetzung, die die Beziehungen zwischen Flamen und Wallonen erneut belastet, hat der belgische König Albert II. auf einem Neujahrsempfang in Brüssel zu Zusammenarbeit und gegenseitigem Verständnis aufgerufen.
article_18;https_de.wikinews.org_wiki_Arbeitet_der_spanische_Geheimdienst_mit_Islamisten_zusammen_3F;03.12.2017;Madrid (Spanien) ; Ein bizarres Bild ergibt sich aus den jüngsten Ermittlungen zu Terroranschlägen in Spanien. Offenbar hat der spanische Geheimdienst Centro Nacional de Inteligencia (CNI) mit radikalen Islamisten zusammengearbeitet und diese auch finanziell unterstützt. Als Beispiel wird Abdelbaki Es Satty, der Imam in der katalanischen Stadt Ripoll, genannt. Nach den Terroranschlägen von Barcelona und Cambrils im August 2017 gab der CNI zu, dass es in der Vergangenheit einschlägige Kontakte gegeben hat. Es Satty wiederum stand seit mehr als einem Jahrzehnt mit Dschihadisten in Katalonien und in Brüssel in Verbindung, darunter auch mit Terroristen, die an den Madrider Zuganschlägen von 2004 beteiligt waren. Als Imam indoktrinierte er nach spanischen Berichten rund 80 junge Menschen. Er sollte im Anschluss an eine vierjährige Freiheitsstrafe, die er wegen Drogenhandels verbüßt hatte, im März 2015 nach Marokko abgeschoben werden. Er predigte seitdem in mehreren Moscheen und gilt als Anführer der Anschläge im August, bei dessen Vorbereitung er offenbar selbst ums Leben kam. Der spanische Geheimdienst CNI wurde 2002 gegründet und fing mit einer verhältnismäßig kleinen Mannschaft an. Er geriet aufgrund von Auslandseinsätzen, aber auch durch pikante Inlandstätigkeiten mehrfach in die internationalen Schlagzeilen. Heute hat er rund 3.500 Mitarbeiter. Er sammelt - wie die meisten Geheimdienste - eine Vielzahl von Daten über Menschen. Hinsichtlich der Zusammenarbeit mit anderen Behörden wird er seit einiger Zeit kritisiert. Im Zusammenhang mit Terroranschlägen in Katalonien wurde der Vorwurf erhoben, es würden Informationen von und über Islamisten gesammelt, aber keine entsprechenden Warnungen bei einem bestehenden Risiko an die Regionalpolizei weitergegeben.  Kommentar abgeben  Portal:Terrorismus
article_19;https_de.wikinews.org_wiki_Arbeitslosenquote_in_den_USA_f_C3_A4llt_auf_ein_Vierjahrestief;03.09.2005;Washington D.C. (Vereinigte Staaten) ;" Nach einer Veröffentlichung des US-amerikanischen Arbeitsamtes fiel die landesweite Arbeitslosenquote auf ein Vierjahrestief von 4,9 Prozent. Im August seien 169.000 neue Arbeitsplätze geschaffen worden. Angesichts der Auswirkungen des Hurrikans Katrina geht man nicht davon aus, dass sich dieser Trend fortsetzen wird. Ökonomen gehen davon aus, dass die Zahl der Arbeitslosen im September um 500.000 zunehmen wird und die Quote wieder über fünf Prozent liegen wird. Die weitere Entwicklung wird von möglichen Änderungen des Leitzinses durch die Federal Reserve Bank abhängen. Die Börsen lagen am Nachmittag im minus. Der Dow Jones Index fiel um 12,26 Punkte auf 10.447,37; der Nasdaq-Index um 6,83 Punkte auf 2.141,07. Der US-Dollar verlor leicht. Dieser Artikel ist  eine Übersetzung eines fremdsprachigen Artikels vom 03.09.2005"
article_20;https_de.wikinews.org_wiki_Arbeitslosenzahlen_Januar_2006;31.01.2006;Berlin (Deutschland) ; Die Bundesagentur für Arbeit hat die Arbeitslosenzahlen in Deutschland für Januar 2006 veröffentlicht. Im Bundesdurchschnitt liegt die Arbeitslosenquote bei 12,1 Prozent, das entspricht rund 5.012.000 Personen. Gegenüber Dezember letzten Jahres gibt es rund 400.000 Arbeitslose mehr, das entspricht einem Prozentpunkt. Im Vergleich zum Januar 2005 sind es etwa 25.000 weniger, dennoch ist die relative Zahl gleich. Begründet wird der sprunghafte Anstieg der Arbeitslosenzahlen durch das kalte Wetter und dadurch, dass sich überdurchschnittlich viele alte Menschen arbeitslos gemeldet haben. Dennoch sei die Arbeitslosenquote, laut Frank-Jürgen Weise, Vorstandschef der Bundesagentur für Arbeit, weiterhin rückläufig. Aus der Statistik selbst geht auch hervor, dass die Arbeitslosenquote in Ostdeutschland gegenüber Januar 2005 um 1,3 Prozentpunkte gesunken ist. Jedoch ist sie in Westdeutschland um 0,3 Punkte gestiegen.
article_21;https_de.wikinews.org_wiki_Argentiniens_Kreditw_C3_BCrdigkeit_von_f_C3_BChrenden_Ratingagenturen_ern;08.06.2020;Buenos Aires (Argentinien) ;" Argentinien wird seit dem 27.05.2020 von den beiden weltweit führenden Ratingagenturen Standard & Poors und Fitch Ratings als Zahlungsausfall betrachtet, was einer Staatspleite gleichkommt. Das südamerikanische Land war am 22. Mai nicht in der Lage, eine Anleihe in Höhe von 503 Millionen US-Dollar zu begleichen. Daraufhin stuften die beiden Ratingagenturen die Kreditwürdigkeit auf D (In Default, Zahlungausfall, S&P) beziehungsweise auf RD (Restricted Default, begrenzter Zahlungsausfall, Fitch) herab. Damit ist es das neunte Mal, dass Argentinien seit seiner Unabhängigkeit im Jahre 1816 zahlungsunfähig ist. Darüber hinaus weigerte sich das Land 2014 zeitweise, einen Teil seiner Schulden zu begleichen. Das Land an der Südspitze Amerikas leidet seit Jahrzehnten unter einer Vielzahl von staatlichen Insolvenzen und sehr hohen Inflationsraten. Ein entscheidender Grund dafür liegt in den häufigen extremen Wechseln in der nationalen Wirtschaftspolitik zwischen liberaler Marktöffnung und staatlichem Dirigismus der Peronisten. Dies führt dazu, dass ausländische Investoren und auch lokale Unternehmen oft keine Möglichkeit haben, langfristige Planungen vorzunehmen. Außerdem führt die Häufung der staatlichen Zahlungsausfälle zu einem besonders hohen Misstrauen von Kreditgebern gegenüber dem Land. Die derzeitige Wirtschafts- und Schuldenkrise in Argentinien resultiert nicht aus der Corona-Pandemie, sie wird allerdings dadurch noch verschärft. Bereits im Jahr 2018 kam es zu einem starken Währungsverfall, nachdem die Unabhängigkeit der argentinischen Zentralbank bezweifelt worden war. Grund war eine Rechtsänderung in Bezug auf das Inflationsziel durch die Regierung von Präsident Mauricio Macri. In Folge dieser Krise und einer stark steigenden Inflationsrate beantragte Argentinien ein Hilfsprogramm des Internationalen Währungsfonds (IWF); dieser stellte das bisher größte Hilfsprogramm seiner Geschichte in Höhe von 57 Milliarden US-Dollar zur Verfügung. Das Kreditprogramm stabilisierte die Lage aber nur kurzfristig, denn der wirtschaftsfreundliche Macri verlor in Folge von Sparauflagen des IWF massiv an Beliebtheit in der Bevölkerung und wurde im Sommer 2019 schließlich abgewählt. Daraufhin kam es zu einem weiteren Absturz des argentinischen Peso, welcher mittlerweile von 20 Peso je US-Dollar (Mai 2018) auf 68 Peso je US-Dollar (Mai 2020) gefallen ist. Damit haben sich die Importpreise mehr als verdreifacht, was zu den hohen Inflationsraten von 34 Prozent (2018), 54 Prozent (2019) und 48 Prozent (2020) führte. Damit haben sich auch die Preise seit 2018 verdreifacht. Aufgrund der massiven Währungsabwertung und der gleichzeitigen schwachen Wirtschaftsentwicklung ist der argentinische Staat nicht mehr in der Lage, seine Schulden, gerade US-Dollar Schulden, zu begleichen. Die Kreditgeber Argentiniens haben nun vorgeschlagen, die Zinslast um 35 Prozent zu reduzieren und darüber hinaus die Rückzahlung der Kredite bis 2027 zu strecken. Was die linke Regierung allerdings ablehnt, da sie einen höheren Schuldenschnitt durchsetzen möchte.  Kommentar abgeben "
article_22;https_de.wikinews.org_wiki_Armee_st_C3_BCrmt_die_israelische_Siedlung_Kfar_Darom;18.08.2005;18.08.2005 ; Mehrere Hundertschaften der Armee und Polizei sind heute mit Bulldozern und anderem schwerem Gerät in die Siedlung Kfar Darom im Gaza-Streifen vorgedrungen. Kfar Darom soll nach Angaben der israelischen Armee noch im Laufe des Tages zwangsgeräumt werden. Von den insgesamt 1.700 Familien die im Gaza-Streifen lebten, haben 1.100 ihre Häuser inzwischen verlassen.
article_23;https_de.wikinews.org_wiki_Arzneimittelreport_2005_-_Drei_Milliarden_Euro_k_C3_B6nnten_gespart_werde;14.06.2005;Berlin (Deutschland) ; Der heute vorgestellte GEK-Arzneimittel-Report 2005 zeigt auf, dass Patienten und Krankenversicherungen für Medikamente mehr ausgeben müssen als notwendig. Die Bundesgesundheitsministerin Ulla Schmidt (SPD) sagte bei der Vorstellung des Berichts auf einer Pressekonferenz in Berlin, es sei ein Irrglaube, dass ein Medikament um so besser wirke, je mehr es koste. Die Selbstverwaltung von Ärzten, Apothekern und Krankenkassen forderte sie auf, endlich ihre Hausaufgaben zu machen. Die vorhandenen Spielräume bei der Verschreibung von Arzneimitteln würden nicht konsequent genug genutzt. Wenn 20 Medikamente die gleiche Wirkung hätten, aber unterschiedlich viel kosteten, müsse das Billigste verschrieben werden, sagte die Ministerin im ARD-Morgenmagazin. Das Einsparpotenzial durch die Verschreibung kostengünstiger Medikamente mit gleichem Wirkstoff liege bei rund drei Milliarden Euro, betonte die Minsterin. Der Bericht, der jährlich vorgelegt wird, wurde von Bundesgesundheitsministerin Ulla Schmidt, dem Arzneimittelexperten Prof. Dr. Gerd Glaeske und dem Vorstandsvorsitzenden der Gmünder Ersatzkasse (GEK), Dieter Hebel, vorgestellt. rp-online: Kassen und Ärzte sollen bei Medikamenten sparen (14.06.05 - 08:52 Uhr) Pressemitteilung des Bundesgesundheitsministeriums - Ulla Schmidt: Gute Arzneimittelversorgung geht auch preiswerter (14.06.2005)
